"model","forecast_date","location","horizon","temporal_resolution","target_variable","target_end_date","type","quantile","value"
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.9,40.8897031759969
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.95,45.7367423044841
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.975,49.9408258902166
"SARIMA",2023-06-01,"Balaka",1,"month","incidence",2023-07-01,"quantile",0.99,54.8289816071994
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.01,0
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.025,0
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.05,4.65540613870985
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.1,10.3676420238083
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.15,14.2216604565836
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.2,17.2847121320827
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.25,19.9125377303683
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.3,22.2724063339931
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.35,24.459176285978
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.4,26.5342071257118
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.45,28.5418234772905
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.5,30.5176098301003
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.55,32.4933961829101
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.6,34.5010125344888
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.65,36.5760433742226
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.7,38.7628133262075
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.75,41.1226819298324
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.8,43.7505075281179
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.85,46.8135592036171
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.9,50.6675776363923
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.95,56.3798135214907
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.975,61.334326263349
"SARIMA",2023-06-01,"Balaka",2,"month","incidence",2023-08-01,"quantile",0.99,67.0950180502984
