District,Incidence_Month,Year,Incidence_per_1k,Temperature,Precipitation,lag1_rainfall,lag2_rainfall,lag3_rainfall,lag1_temperature,lag2_temperature,lag3_temperature
Machinga,December,2024,25.2573,299.695,0.01,0,0,0,299.602,297.792,297.002
Mangochi,April,2018,43.7992,296.108,0.01,0.01,0.02,0.01,297.53,297.764,297.399
Mangochi,May,2018,44.7395,295.37,0,0.01,0.01,0.02,296.108,297.53,297.764
Mangochi,June,2018,17.0061,293.129,0,0,0.01,0.01,295.37,296.108,297.53
Mangochi,July,2018,24.8053,292.115,0,0,0,0.01,293.129,295.37,296.108
Mangochi,August,2018,19.2678,295.225,0,0,0,0,292.115,293.129,295.37
Mangochi,September,2018,25.2981,297.918,0,0,0,0,295.225,292.115,293.129
Mangochi,October,2018,20.6293,297.904,0,0,0,0,297.918,295.225,292.115
Mangochi,November,2018,14.5544,298.552,0.01,0,0,0,297.904,297.918,295.225
Mangochi,December,2018,14.7288,297.661,0.02,0.01,0,0,298.552,297.904,297.918
Mangochi,January,2019,43.0816,297.36,0.02,0.02,0.01,0,297.661,298.552,297.904
Mangochi,February,2019,39.1553,297.5,0.02,0.02,0.02,0.01,297.36,297.661,298.552
Mangochi,March,2019,35.9789,297.396,0.02,0.02,0.02,0.02,297.5,297.36,297.661
Mangochi,April,2019,35.9258,297.063,0,0.02,0.02,0.02,297.396,297.5,297.36
Mangochi,May,2019,37.7877,294.899,0,0,0.02,0.02,297.063,297.396,297.5
Mangochi,June,2019,24.6041,292.489,0,0,0,0.02,294.899,297.063,297.396
Mangochi,July,2019,22.4907,292.644,0,0,0,0,292.489,294.899,297.063
Mangochi,August,2019,23.2829,294.935,0,0,0,0,292.644,292.489,294.899
Mangochi,September,2019,22.8949,296.309,0,0,0,0,294.935,292.644,292.489
Mangochi,October,2019,27.0793,299.662,0,0,0,0,296.309,294.935,292.644
Mangochi,November,2019,20.4955,300.377,0.01,0,0,0,299.662,296.309,294.935
Mangochi,December,2019,14.9578,298.129,0.02,0.01,0,0,300.377,299.662,296.309
Mangochi,January,2020,15.8257,297.261,0.03,0.02,0.01,0,298.129,300.377,299.662
Mangochi,February,2020,12.5735,297.679,0.02,0.03,0.02,0.01,297.261,298.129,300.377
Mangochi,March,2020,16.9509,297.504,0,0.02,0.03,0.02,297.679,297.261,298.129
Mangochi,April,2020,15.6404,297.624,0,0,0.02,0.03,297.504,297.679,297.261
Mangochi,May,2020,15.998,295.02,0,0,0,0.02,297.624,297.504,297.679
Mangochi,June,2020,13.5419,293.122,0,0,0,0,295.02,297.624,297.504
Mangochi,July,2020,10.8548,292.142,0,0,0,0,293.122,295.02,297.624
Mangochi,August,2020,10.2138,294.508,0,0,0,0,292.142,293.122,295.02
Mangochi,September,2020,14.4287,296.831,0,0,0,0,294.508,292.142,293.122
Mangochi,October,2020,17.7037,299.562,0,0,0,0,296.831,294.508,292.142
Mangochi,November,2020,19.9957,301.262,0,0,0,0,299.562,296.831,294.508
Mangochi,December,2020,11.517,298.603,0.02,0,0,0,301.262,299.562,296.831
Mangochi,January,2021,12.3891,297.553,0.03,0.02,0,0,298.603,301.262,299.562
Mangochi,February,2021,8.7441,297.853,0.02,0.03,0.02,0,297.553,298.603,301.262
Mangochi,March,2021,13.5791,296.325,0.02,0.02,0.03,0.02,297.853,297.553,298.603
Mangochi,April,2021,17.3238,295.496,0,0.02,0.02,0.03,296.325,297.853,297.553
Mangochi,May,2021,26.0362,293.502,0,0,0.02,0.02,295.496,296.325,297.853
Mangochi,June,2021,22.6909,292.331,0,0,0,0.02,293.502,295.496,296.325
Mangochi,July,2021,17.7136,292.029,0,0,0,0,292.331,293.502,295.496
Mangochi,August,2021,15.2585,294.138,0,0,0,0,292.029,292.331,293.502
Mangochi,September,2021,20.1686,296.616,0,0,0,0,294.138,292.029,292.331
Mangochi,October,2021,20.0674,298.733,0,0,0,0,296.616,294.138,292.029
Mangochi,November,2021,17.2597,301.155,0,0,0,0,298.733,296.616,294.138
Mangochi,December,2021,11.4822,301.035,0,0,0,0,301.155,298.733,296.616
Mangochi,January,2022,11.8512,297.037,0.03,0,0,0,301.035,301.155,298.733
Mangochi,February,2022,14.3531,296.897,0.03,0.03,0,0,297.037,301.035,301.155
Mangochi,March,2022,15.6178,297.13,0.01,0.03,0.03,0,296.897,297.037,301.035
Mangochi,April,2022,24.0319,296.63,0,0.01,0.03,0.03,297.13,296.897,297.037
Mangochi,May,2022,37.1134,294.728,0,0,0.01,0.03,296.63,297.13,296.897
Mangochi,June,2022,37.6986,291.827,0,0,0,0.01,294.728,296.63,297.13
Mangochi,July,2022,20.1811,292.44,0,0,0,0,291.827,294.728,296.63
Mangochi,August,2022,22.267,294.28,0,0,0,0,292.44,291.827,294.728
Mangochi,September,2022,17.9297,296.122,0,0,0,0,294.28,292.44,291.827
Mangochi,October,2022,19.8042,299.648,0,0,0,0,296.122,294.28,292.44
Mangochi,November,2022,14.075,299.862,0,0,0,0,299.648,296.122,294.28
Mangochi,December,2022,8.9465,297.226,0.02,0,0,0,299.862,299.648,296.122
Mangochi,January,2023,16.3632,296.783,0.03,0.02,0,0,297.226,299.862,299.648
Mangochi,February,2023,12.5369,297.235,0.03,0.03,0.02,0,296.783,297.226,299.862
Mangochi,March,2023,13.5149,296.767,0.03,0.03,0.03,0.02,297.235,296.783,297.226
Mangochi,April,2023,13.1859,295.923,0.01,0.03,0.03,0.03,296.767,297.235,296.783
Mangochi,May,2023,22.7535,295.228,0,0.01,0.03,0.03,295.923,296.767,297.235
Mangochi,June,2023,26.8686,294.393,0,0,0.01,0.03,295.228,295.923,296.767
Mangochi,July,2023,22.6651,292.698,0,0,0,0.01,294.393,295.228,295.923
Mangochi,August,2023,20.4189,294.204,0,0,0,0,292.698,294.393,295.228
Mangochi,September,2023,35.355,297.849,0,0,0,0,294.204,292.698,294.393
Mangochi,October,2023,34.5768,300.453,0,0,0,0,297.849,294.204,292.698
Mangochi,November,2023,22.945,299.818,0.01,0,0,0,300.453,297.849,294.204
Mangochi,December,2023,18.7193,300.162,0.01,0.01,0,0,299.818,300.453,297.849
Mangochi,January,2024,19.0843,297.973,0.02,0.01,0.01,0,300.162,299.818,300.453
Mangochi,February,2024,20.8076,298.517,0.02,0.02,0.01,0.01,297.973,300.162,299.818
Mangochi,March,2024,20.2005,297.976,0.01,0.02,0.02,0.01,298.517,297.973,300.162
Mangochi,April,2024,35.6503,297.083,0,0.01,0.02,0.02,297.976,298.517,297.973
Mangochi,May,2024,40.2268,295.048,0,0,0.01,0.02,297.083,297.976,298.517
Mangochi,June,2024,25.2581,293.17,0,0,0,0.01,295.048,297.083,297.976
Mangochi,July,2024,22.0102,294.102,0,0,0,0,293.17,295.048,297.083
Mangochi,August,2024,24.5624,295.011,0,0,0,0,294.102,293.17,295.048
Mangochi,September,2024,29.1713,297.126,0,0,0,0,295.011,294.102,293.17
Mangochi,October,2024,22.6821,298.003,0,0,0,0,297.126,295.011,294.102
Mangochi,November,2024,20.9624,299.738,0,0,0,0,298.003,297.126,295.011
Mangochi,December,2024,18.2915,299.93,0.01,0,0,0,299.738,298.003,297.126
Mchinji,April,2018,88.8431,293.8,0,0.01,0.01,0.01,294.868,295.564,295.301
Mchinji,May,2018,75.5981,293.527,0,0,0.01,0.01,293.8,294.868,295.564
Mchinji,June,2018,61.8605,291.076,0,0,0,0.01,293.527,293.8,294.868
Mchinji,July,2018,30.3059,290.238,0,0,0,0,291.076,293.527,293.8
Mchinji,August,2018,18.6363,293.669,0,0,0,0,290.238,291.076,293.527
Mchinji,September,2018,24.8981,296.981,0,0,0,0,293.669,290.238,291.076
Mchinji,October,2018,37.8927,297.168,0,0,0,0,296.981,293.669,290.238
Mchinji,November,2018,24.258,297.925,0,0,0,0,297.168,296.981,293.669
Mchinji,December,2018,22.5167,295.709,0.02,0,0,0,297.925,297.168,296.981
Mchinji,January,2019,37.8821,295.172,0.02,0.02,0,0,295.709,297.925,297.168
Mchinji,February,2019,46.0702,295.374,0.02,0.02,0.02,0,295.172,295.709,297.925
Mchinji,March,2019,38.9458,295.207,0.01,0.02,0.02,0.02,295.374,295.172,295.709
Mchinji,April,2019,38.2956,294.412,0,0.01,0.02,0.02,295.207,295.374,295.172
Mchinji,May,2019,41.6,292.698,0,0,0.01,0.02,294.412,295.207,295.374
Mchinji,June,2019,27.2393,290.109,0,0,0,0.01,292.698,294.412,295.207
Mchinji,July,2019,16.6727,290.61,0,0,0,0,290.109,292.698,294.412
Mchinji,August,2019,15.0092,293.383,0,0,0,0,290.61,290.109,292.698
Mchinji,September,2019,19.2718,295.361,0,0,0,0,293.383,290.61,290.109
Mchinji,October,2019,28.8056,298.7,0,0,0,0,295.361,293.383,290.61
Mchinji,November,2019,33.1396,298.481,0.01,0,0,0,298.7,295.361,293.383
Mchinji,December,2019,41.4865,296.195,0.02,0.01,0,0,298.481,298.7,295.361
Mchinji,January,2020,98.8233,295.177,0.02,0.02,0.01,0,296.195,298.481,298.7
Mchinji,February,2020,83.0008,295.586,0.01,0.02,0.02,0.01,295.177,296.195,298.481
Mchinji,March,2020,89.4078,295.033,0.01,0.01,0.02,0.02,295.586,295.177,296.195
Mchinji,April,2020,61.393,295.14,0,0.01,0.01,0.02,295.033,295.586,295.177
Mchinji,May,2020,58.9666,293.038,0,0,0.01,0.01,295.14,295.033,295.586
Mchinji,June,2020,43.4503,291.132,0,0,0,0.01,293.038,295.14,295.033
Mchinji,July,2020,25.3616,289.919,0,0,0,0,291.132,293.038,295.14
Mchinji,August,2020,19.5366,292.946,0,0,0,0,289.919,291.132,293.038
Mchinji,September,2020,29.9369,295.372,0,0,0,0,292.946,289.919,291.132
Mchinji,October,2020,43.0443,297.869,0,0,0,0,295.372,292.946,289.919
Mchinji,November,2020,53.6555,299.274,0,0,0,0,297.869,295.372,292.946
Mchinji,December,2020,52.003,296.204,0.01,0,0,0,299.274,297.869,295.372
Mchinji,January,2021,95.513,295.088,0.02,0.01,0,0,296.204,299.274,297.869
Mchinji,February,2021,121.9833,295.285,0.02,0.02,0.01,0,295.088,296.204,299.274
Mchinji,March,2021,95.8202,294.007,0.02,0.02,0.02,0.01,295.285,295.088,296.204
Mchinji,April,2021,58.9209,293.275,0,0.02,0.02,0.02,294.007,295.285,295.088
Mchinji,May,2021,40.7102,291.274,0,0,0.02,0.02,293.275,294.007,295.285
Mchinji,June,2021,33.4468,290.41,0,0,0,0.02,291.274,293.275,294.007
Mchinji,July,2021,19.615,289.762,0,0,0,0,290.41,291.274,293.275
Mchinji,August,2021,15.444,292.78,0,0,0,0,289.762,290.41,291.274
Mchinji,September,2021,24.6316,295.616,0,0,0,0,292.78,289.762,290.41
Mchinji,October,2021,32.0114,297.996,0,0,0,0,295.616,292.78,289.762
Mchinji,November,2021,29.0167,299.629,0,0,0,0,297.996,295.616,292.78
Mchinji,December,2021,26.3803,299.573,0,0,0,0,299.629,297.996,295.616
Mchinji,January,2022,37.5431,295.14,0.02,0,0,0,299.573,299.629,297.996
Mchinji,February,2022,35.6387,294.639,0.02,0.02,0,0,295.14,299.573,299.629
Mchinji,March,2022,24.0573,295.084,0.01,0.02,0.02,0,294.639,295.14,299.573
Mchinji,April,2022,14.9468,294.432,0,0.01,0.02,0.02,295.084,294.639,295.14
Mchinji,May,2022,11.7454,293.012,0,0,0.01,0.02,294.432,295.084,294.639
Mchinji,June,2022,8.7005,289.965,0,0,0,0.01,293.012,294.432,295.084
Mchinji,July,2022,5.6889,290.62,0,0,0,0,289.965,293.012,294.432
Mchinji,August,2022,5.3807,292.975,0,0,0,0,290.62,289.965,293.012
Mchinji,September,2022,5.3427,295.249,0,0,0,0,292.975,290.62,289.965
Mchinji,October,2022,5.569,298.553,0,0,0,0,295.249,292.975,290.62
Mchinji,November,2022,6.0641,298.012,0,0,0,0,298.553,295.249,292.975
Mchinji,December,2022,10.9511,295.26,0.02,0,0,0,298.012,298.553,295.249
Mchinji,January,2023,34.393,294.764,0.02,0.02,0,0,295.26,298.012,298.553
Mchinji,February,2023,38.8356,295.278,0.02,0.02,0.02,0,294.764,295.26,298.012
Mchinji,March,2023,43.0121,294.851,0.01,0.02,0.02,0.02,295.278,294.764,295.26
Mchinji,April,2023,31.8818,293.957,0,0.01,0.02,0.02,294.851,295.278,294.764
Mchinji,May,2023,36.1177,293.226,0,0,0.01,0.02,293.957,294.851,295.278
Mchinji,June,2023,36.2575,292.225,0,0,0,0.01,293.226,293.957,294.851
Mchinji,July,2023,23.9496,290.882,0,0,0,0,292.225,293.226,293.957
Mchinji,August,2023,19.0045,293.091,0,0,0,0,290.882,292.225,293.226
Mchinji,September,2023,30.0129,297.197,0,0,0,0,293.091,290.882,292.225
Mchinji,October,2023,39.6876,299.175,0,0,0,0,297.197,293.091,290.882
Mchinji,November,2023,38.565,298.606,0,0,0,0,299.175,297.197,293.091
Mchinji,December,2023,50.2767,298.466,0.01,0,0,0,298.606,299.175,297.197
Mchinji,January,2024,95.2758,295.865,0.02,0.01,0,0,298.466,298.606,299.175
Mchinji,February,2024,94.274,296.544,0.01,0.02,0.01,0,295.865,298.466,298.606
Mchinji,March,2024,67.805,295.857,0.01,0.01,0.02,0.01,296.544,295.865,298.466
Mchinji,April,2024,87.8526,294.767,0,0.01,0.01,0.02,295.857,296.544,295.865
Mchinji,May,2024,71.6505,292.608,0,0,0.01,0.01,294.767,295.857,296.544
Mchinji,June,2024,47.9262,290.75,0,0,0,0.01,292.608,294.767,295.857
Mchinji,July,2024,36.1798,291.438,0,0,0,0,290.75,292.608,294.767
Mchinji,August,2024,27.7082,293.101,0,0,0,0,291.438,290.75,292.608
Mchinji,September,2024,26.702,296.252,0,0,0,0,293.101,291.438,290.75
Mchinji,October,2024,35.9235,297.493,0,0,0,0,296.252,293.101,291.438
Mchinji,November,2024,34.0772,298.156,0,0,0,0,297.493,296.252,293.101
Mchinji,December,2024,55.4455,299.209,0,0,0,0,298.156,297.493,296.252
Mulanje,April,2018,56.3091,295.118,0.01,0.01,0.02,0.01,296.851,297.128,296.821
Mulanje,May,2018,54.3024,294.071,0,0.01,0.01,0.02,295.118,296.851,297.128
Mulanje,June,2018,27.2959,291.674,0,0,0.01,0.01,294.071,295.118,296.851
Mulanje,July,2018,23.2328,290.276,0,0,0,0.01,291.674,294.071,295.118
Mulanje,August,2018,20.3667,294.341,0,0,0,0,290.276,291.674,294.071
Mulanje,September,2018,21.1092,297.026,0,0,0,0,294.341,290.276,291.674
Mulanje,October,2018,25.9776,296.052,0,0,0,0,297.026,294.341,290.276
Mulanje,November,2018,27.6891,297.261,0.01,0,0,0,296.052,297.026,294.341
Mulanje,December,2018,32.1643,297.12,0.02,0.01,0,0,297.261,296.052,297.026
Mulanje,January,2019,34.4175,296.573,0.03,0.02,0.01,0,297.12,297.261,296.052
Mulanje,February,2019,42.5872,296.886,0.01,0.03,0.02,0.01,296.573,297.12,297.261
Mulanje,March,2019,33.2327,296.049,0.03,0.01,0.03,0.02,296.886,296.573,297.12
Mulanje,April,2019,35.0742,295.548,0,0.03,0.01,0.03,296.049,296.886,296.573
Mulanje,May,2019,52.3558,292.81,0,0,0.03,0.01,295.548,296.049,296.886
Mulanje,June,2019,28.5047,290.836,0,0,0,0.03,292.81,295.548,296.049
Mulanje,July,2019,18.5192,290.625,0,0,0,0,290.836,292.81,295.548
Mulanje,August,2019,14.7577,293.655,0,0,0,0,290.625,290.836,292.81
Mulanje,September,2019,16.712,294.753,0,0,0,0,293.655,290.625,290.836
Mulanje,October,2019,22.0209,298.754,0,0,0,0,294.753,293.655,290.625
Mulanje,November,2019,22.3107,299.142,0.01,0,0,0,298.754,294.753,293.655
Mulanje,December,2019,33.6153,297.955,0.01,0.01,0,0,299.142,298.754,294.753
Mulanje,January,2020,73.3113,296.405,0.03,0.01,0.01,0,297.955,299.142,298.754
Mulanje,February,2020,50.4609,297.079,0.01,0.03,0.01,0.01,296.405,297.955,299.142
Mulanje,March,2020,60.2559,296.246,0,0.01,0.03,0.01,297.079,296.405,297.955
Mulanje,April,2020,60.2657,296.113,0,0,0.01,0.03,296.246,297.079,296.405
Mulanje,May,2020,51.7737,293.127,0,0,0,0.01,296.113,296.246,297.079
Mulanje,June,2020,37.252,291.157,0,0,0,0,293.127,296.113,296.246
Mulanje,July,2020,20.0518,290.029,0,0,0,0,291.157,293.127,296.113
Mulanje,August,2020,16.6938,293.079,0,0,0,0,290.029,291.157,293.127
Mulanje,September,2020,19.4966,295.52,0,0,0,0,293.079,290.029,291.157
Mulanje,October,2020,34.4479,297.639,0,0,0,0,295.52,293.079,290.029
Mulanje,November,2020,35.0213,300.492,0,0,0,0,297.639,295.52,293.079
Mulanje,December,2020,42.2674,298.101,0.02,0,0,0,300.492,297.639,295.52
Mulanje,January,2021,72.9209,297.298,0.02,0.02,0,0,298.101,300.492,297.639
Mulanje,February,2021,52.0293,297.633,0.01,0.02,0.02,0,297.298,298.101,300.492
Mulanje,March,2021,50.4537,295.65,0.01,0.01,0.02,0.02,297.633,297.298,298.101
Mulanje,April,2021,53.4793,294.098,0,0.01,0.01,0.02,295.65,297.633,297.298
Mulanje,May,2021,46.9656,292,0,0,0.01,0.01,294.098,295.65,297.633
Mulanje,June,2021,36.7156,290.998,0,0,0,0.01,292,294.098,295.65
Mulanje,July,2021,21.6883,290.38,0,0,0,0,290.998,292,294.098
Mulanje,August,2021,17.2863,292.677,0,0,0,0,290.38,290.998,292
Mulanje,September,2021,18.2766,295.332,0,0,0,0,292.677,290.38,290.998
Mulanje,October,2021,20.2028,297.229,0,0,0,0,295.332,292.677,290.38
Mulanje,November,2021,20.5629,299.601,0.01,0,0,0,297.229,295.332,292.677
Mulanje,December,2021,28.3684,300.087,0,0.01,0,0,299.601,297.229,295.332
Mulanje,January,2022,26.2598,296.177,0.03,0,0.01,0,300.087,299.601,297.229
Mulanje,February,2022,24.6611,296.511,0.01,0.03,0,0.01,296.177,300.087,299.601
Mulanje,March,2022,20.4228,295.808,0.02,0.01,0.03,0,296.511,296.177,300.087
Mulanje,April,2022,17.2401,295.265,0.01,0.02,0.01,0.03,295.808,296.511,296.177
Mulanje,May,2022,20.9219,292.981,0,0.01,0.02,0.01,295.265,295.808,296.511
Mulanje,June,2022,13.9653,290.085,0,0,0.01,0.02,292.981,295.265,295.808
Mulanje,July,2022,11.2723,290.523,0,0,0,0.01,290.085,292.981,295.265
Mulanje,August,2022,10.3422,292.793,0,0,0,0,290.523,290.085,292.981
Mulanje,September,2022,8.9436,294.794,0,0,0,0,292.793,290.523,290.085
Mulanje,October,2022,9.9939,298.791,0,0,0,0,294.794,292.793,290.523
Mulanje,November,2022,14.0507,298.174,0,0,0,0,298.791,294.794,292.793
Mulanje,December,2022,22.7261,296.71,0.02,0,0,0,298.174,298.791,294.794
Mulanje,January,2023,48.2574,296.178,0.02,0.02,0,0,296.71,298.174,298.791
Mulanje,February,2023,35.3398,296.719,0.02,0.02,0.02,0,296.178,296.71,298.174
Mulanje,March,2023,40.0994,295.61,0.04,0.02,0.02,0.02,296.719,296.178,296.71
Mulanje,April,2023,33.7203,294.938,0,0.04,0.02,0.02,295.61,296.719,296.178
Mulanje,May,2023,48.0053,294.325,0,0,0.04,0.02,294.938,295.61,296.719
Mulanje,June,2023,38.8703,293.612,0,0,0,0.04,294.325,294.938,295.61
Mulanje,July,2023,29.7718,291.421,0,0,0,0,293.612,294.325,294.938
Mulanje,August,2023,29.9965,292.728,0,0,0,0,291.421,293.612,294.325
Mulanje,September,2023,36.2254,297.011,0,0,0,0,292.728,291.421,293.612
Mulanje,October,2023,43.6416,298.782,0,0,0,0,297.011,292.728,291.421
Mulanje,November,2023,44.3208,298.411,0,0,0,0,298.782,297.011,292.728
Mulanje,December,2023,46.8129,299.429,0.01,0,0,0,298.411,298.782,297.011
Mulanje,January,2024,75.5844,297.373,0.01,0.01,0,0,299.429,298.411,298.782
Mulanje,February,2024,71.1155,298.013,0.01,0.01,0.01,0,297.373,299.429,298.411
Mulanje,March,2024,59.2218,297.182,0.01,0.01,0.01,0.01,298.013,297.373,299.429
Mulanje,April,2024,70.0309,295.497,0,0.01,0.01,0.01,297.182,298.013,297.373
Mulanje,May,2024,78.6324,293.483,0,0,0.01,0.01,295.497,297.182,298.013
Mulanje,June,2024,48.3321,291.714,0,0,0,0.01,293.483,295.497,297.182
Mulanje,July,2024,34.6835,292.846,0,0,0,0,291.714,293.483,295.497
Mulanje,August,2024,34.9381,293.709,0,0,0,0,292.846,291.714,293.483
Mulanje,September,2024,42.1083,295.823,0,0,0,0,293.709,292.846,291.714
Mulanje,October,2024,44.9503,296.237,0,0,0,0,295.823,293.709,292.846
Mulanje,November,2024,46.8753,298.279,0.01,0,0,0,296.237,295.823,293.709
Mulanje,December,2024,69.9528,299.262,0.01,0.01,0,0,298.279,296.237,295.823
Mwanza,April,2018,51.7086,296.44,0.01,0.01,0.02,0.01,297.838,298.398,298.343
Mwanza,May,2018,17.2693,295.61,0,0.01,0.01,0.02,296.44,297.838,298.398
Mwanza,June,2018,76.2818,292.885,0,0,0.01,0.01,295.61,296.44,297.838
Mwanza,July,2018,43.3722,291.039,0,0,0,0.01,292.885,295.61,296.44
Mwanza,August,2018,31.3571,295.5,0,0,0,0,291.039,292.885,295.61
Mwanza,September,2018,41.8426,299.054,0,0,0,0,295.5,291.039,292.885
Mwanza,October,2018,39.0357,298.174,0,0,0,0,299.054,295.5,291.039
Mwanza,November,2018,27.5177,299.025,0.01,0,0,0,298.174,299.054,295.5
Mwanza,December,2018,34.0033,298.201,0.02,0.01,0,0,299.025,298.174,299.054
Mwanza,January,2019,51.2855,297.615,0.03,0.02,0.01,0,298.201,299.025,298.174
Mwanza,February,2019,33.8742,297.842,0.01,0.03,0.02,0.01,297.615,298.201,299.025
Mwanza,March,2019,30.0141,296.991,0.04,0.01,0.03,0.02,297.842,297.615,298.201
Mwanza,April,2019,20.5527,296.176,0,0.04,0.01,0.03,296.991,297.842,297.615
Mwanza,May,2019,21.9456,293.568,0,0,0.04,0.01,296.176,296.991,297.842
Mwanza,June,2019,14.2847,291.392,0,0,0,0.04,293.568,296.176,296.991
Mwanza,July,2019,19.6414,291.624,0,0,0,0,291.392,293.568,296.176
Mwanza,August,2019,20.0859,294.777,0,0,0,0,291.624,291.392,293.568
Mwanza,September,2019,22.2049,296.09,0,0,0,0,294.777,291.624,291.392
Mwanza,October,2019,24.2424,300.688,0,0,0,0,296.09,294.777,291.624
Mwanza,November,2019,22.6791,301.002,0.01,0,0,0,300.688,296.09,294.777
Mwanza,December,2019,38.29,299.603,0.01,0.01,0,0,301.002,300.688,296.09
Mwanza,January,2020,93.0597,297.505,0.03,0.01,0.01,0,299.603,301.002,300.688
Mwanza,February,2020,89.0164,298.053,0.01,0.03,0.01,0.01,297.505,299.603,301.002
Mwanza,March,2020,105.7353,297.216,0,0.01,0.03,0.01,298.053,297.505,299.603
Mwanza,April,2020,112.3352,297.4,0,0,0.01,0.03,297.216,298.053,297.505
Mwanza,May,2020,121.0968,294.311,0,0,0,0.01,297.4,297.216,298.053
Mwanza,June,2020,97.6918,292.067,0,0,0,0,294.311,297.4,297.216
Mwanza,July,2020,44.44,291.094,0,0,0,0,292.067,294.311,297.4
Mwanza,August,2020,41.8546,294.329,0,0,0,0,291.094,292.067,294.311
Mwanza,September,2020,54.9826,297.16,0,0,0,0,294.329,291.094,292.067
Mwanza,October,2020,41.7756,299.348,0,0,0,0,297.16,294.329,291.094
Mwanza,November,2020,60.6202,302.495,0,0,0,0,299.348,297.16,294.329
Mwanza,December,2020,42.5225,299.443,0.01,0,0,0,302.495,299.348,297.16
Mwanza,January,2021,118.2284,298.457,0.02,0.01,0,0,299.443,302.495,299.348
Mwanza,February,2021,91.7759,299.037,0.01,0.02,0.01,0,298.457,299.443,302.495
Mwanza,March,2021,111.8625,297.092,0.01,0.01,0.02,0.01,299.037,298.457,299.443
Mwanza,April,2021,83.1673,295.536,0,0.01,0.01,0.02,297.092,299.037,298.457
Mwanza,May,2021,77.3795,293.194,0,0,0.01,0.01,295.536,297.092,299.037
Mwanza,June,2021,67.4198,292.199,0,0,0,0.01,293.194,295.536,297.092
Mwanza,July,2021,54.7368,291.491,0,0,0,0,292.199,293.194,295.536
Mwanza,August,2021,42.7085,293.906,0,0,0,0,291.491,292.199,293.194
Mwanza,September,2021,37.255,296.692,0,0,0,0,293.906,291.491,292.199
Mwanza,October,2021,35.1934,298.77,0,0,0,0,296.692,293.906,291.491
Mwanza,November,2021,30.8264,301.281,0.01,0,0,0,298.77,296.692,293.906
Mwanza,December,2021,35.6879,301.507,0,0.01,0,0,301.281,298.77,296.692
Mwanza,January,2022,52.1098,297.435,0.03,0,0.01,0,301.507,301.281,298.77
Mwanza,February,2022,60.3274,297.311,0.02,0.03,0,0.01,297.435,301.507,301.281
Mwanza,March,2022,46.8387,296.832,0.02,0.02,0.03,0,297.311,297.435,301.507
Mwanza,April,2022,44.3721,296.158,0.01,0.02,0.02,0.03,296.832,297.311,297.435
Mwanza,May,2022,29.5994,293.853,0,0.01,0.02,0.02,296.158,296.832,297.311
Mwanza,June,2022,24.5378,290.727,0.01,0,0.01,0.02,293.853,296.158,296.832
Mwanza,July,2022,18.476,291.256,0,0.01,0,0.01,290.727,293.853,296.158
Mwanza,August,2022,20.3006,293.991,0,0,0.01,0,291.256,290.727,293.853
Mwanza,September,2022,15.2119,296.612,0,0,0,0.01,293.991,291.256,290.727
Mwanza,October,2022,14.1577,300.463,0,0,0,0,296.612,293.991,291.256
Mwanza,November,2022,15.4079,299.648,0,0,0,0,300.463,296.612,293.991
Mwanza,December,2022,26.8152,298.367,0.02,0,0,0,299.648,300.463,296.612
Mwanza,January,2023,75.6135,297.293,0.02,0.02,0,0,298.367,299.648,300.463
Mwanza,February,2023,56.0181,297.926,0.02,0.02,0.02,0,297.293,298.367,299.648
Mwanza,March,2023,62.7358,296.693,0.02,0.02,0.02,0.02,297.926,297.293,298.367
Mwanza,April,2023,52.8429,295.917,0,0.02,0.02,0.02,296.693,297.926,297.293
Mwanza,May,2023,53.5514,295.182,0,0,0.02,0.02,295.917,296.693,297.926
Mwanza,June,2023,46.322,294.389,0,0,0,0.02,295.182,295.917,296.693
Mwanza,July,2023,40.5096,292.392,0,0,0,0,294.389,295.182,295.917
Mwanza,August,2023,37.505,294.105,0,0,0,0,292.392,294.389,295.182
Mwanza,September,2023,45.2527,298.898,0,0,0,0,294.105,292.392,294.389
Mwanza,October,2023,35.5107,300.419,0,0,0,0,298.898,294.105,292.392
Mwanza,November,2023,37.0064,300.246,0,0,0,0,300.419,298.898,294.105
Mwanza,December,2023,41.0541,301.455,0.01,0,0,0,300.246,300.419,298.898
Mwanza,January,2024,97.552,298.709,0.02,0.01,0,0,301.455,300.246,300.419
Mwanza,February,2024,82.4126,299.77,0.01,0.02,0.01,0,298.709,301.455,300.246
Mwanza,March,2024,89.823,298.754,0,0.01,0.02,0.01,299.77,298.709,301.455
Mwanza,April,2024,108.1036,296.918,0,0,0.01,0.02,298.754,299.77,298.709
Mwanza,May,2024,132.7242,294.752,0,0,0,0.01,296.918,298.754,299.77
Mwanza,June,2024,86.9302,292.827,0,0,0,0,294.752,296.918,298.754
Mwanza,July,2024,56.5942,293.85,0,0,0,0,292.827,294.752,296.918
Mwanza,August,2024,59.4487,295.084,0,0,0,0,293.85,292.827,294.752
Mwanza,September,2024,51.7771,297.284,0,0,0,0,295.084,293.85,292.827
Mwanza,October,2024,53.6249,297.907,0,0,0,0,297.284,295.084,293.85
Mwanza,November,2024,58.3528,299.944,0,0,0,0,297.907,297.284,295.084
Mwanza,December,2024,70.4018,301.185,0.01,0,0,0,299.944,297.907,297.284
Mzimba,April,2018,60.8714,293.28,0.01,0.01,0.01,0.02,294.091,294.974,293.963
