"","District","Month","Year","Cases"
"1","Balaka-DHO","January",2015,15656
"2","Blantyre-DHO","January",2015,39051
"3","Chikwawa-DHO","January",2015,13720
"4","Chiradzulu-DHO","January",2015,11379
"5","Chitipa-DHO","January",2015,6824
"6","Dedza-DHO","January",2015,37641
"7","Dowa-DHO","January",2015,36612
"8","Karonga-DHO","January",2015,15578
"9","Kasungu-DHO","January",2015,40327
"10","Likoma-DHO","January",2015,528
"11","Lilongwe-DHO","January",2015,71561
"12","Machinga-DHO","January",2015,23265
"13","Mangochi-DHO","January",2015,29475
"14","Mchinji-DHO","January",2015,18788
"15","Mulanje-DHO","January",2015,36746
"16","Mwanza-DHO","January",2015,11044
"17","Mzimba-North-DHO","January",2015,14031
"18","Mzimba-South-DHO","January",2015,19057
"19","Neno-DHO","January",2015,11125
"20","Nkhata-Bay-DHO","January",2015,25237
"21","Nkhotakota-DHO","January",2015,24192
"22","Nsanje-DHO","January",2015,14313
"23","Ntcheu-DHO","January",2015,36257
"24","Ntchisi-DHO","January",2015,25540
"25","Phalombe-DHO","January",2015,10681
"26","Rumphi-DHO","January",2015,13044
"27","Salima-DHO","January",2015,29500
"28","Thyolo-DHO","January",2015,21402
"29","Zomba-DHO","January",2015,32673
"30","Balaka-DHO","February",2015,18171
"31","Blantyre-DHO","February",2015,31896
"32","Chikwawa-DHO","February",2015,18663
"33","Chiradzulu-DHO","February",2015,9644
"34","Chitipa-DHO","February",2015,7478
"35","Dedza-DHO","February",2015,26019
"36","Dowa-DHO","February",2015,28483
"37","Karonga-DHO","February",2015,19737
"38","Kasungu-DHO","February",2015,45866
"39","Likoma-DHO","February",2015,325
"40","Lilongwe-DHO","February",2015,70543
"41","Machinga-DHO","February",2015,29969
"42","Mangochi-DHO","February",2015,33669
"43","Mchinji-DHO","February",2015,21162
"44","Mulanje-DHO","February",2015,23654
"45","Mwanza-DHO","February",2015,9255
"46","Mzimba-North-DHO","February",2015,16336
"47","Mzimba-South-DHO","February",2015,19201
"48","Neno-DHO","February",2015,8028
"49","Nkhata-Bay-DHO","February",2015,18666
"50","Nkhotakota-DHO","February",2015,29272
"51","Nsanje-DHO","February",2015,15390
"52","Ntcheu-DHO","February",2015,30392
"53","Ntchisi-DHO","February",2015,19447
"54","Phalombe-DHO","February",2015,10322
"55","Rumphi-DHO","February",2015,11090
"56","Salima-DHO","February",2015,27393
"57","Thyolo-DHO","February",2015,15767
"58","Zomba-DHO","February",2015,31175
"59","Balaka-DHO","March",2015,25360
"60","Blantyre-DHO","March",2015,27420
"61","Chikwawa-DHO","March",2015,24412
"62","Chiradzulu-DHO","March",2015,9229
"63","Chitipa-DHO","March",2015,9262
"64","Dedza-DHO","March",2015,31079
"65","Dowa-DHO","March",2015,31887
"66","Karonga-DHO","March",2015,17759
"67","Kasungu-DHO","March",2015,51738
"68","Likoma-DHO","March",2015,365
"69","Lilongwe-DHO","March",2015,84135
"70","Machinga-DHO","March",2015,44882
"71","Mangochi-DHO","March",2015,31342
"72","Mchinji-DHO","March",2015,22596
"73","Mulanje-DHO","March",2015,26017
"74","Mwanza-DHO","March",2015,10679
"75","Mzimba-North-DHO","March",2015,21932
"76","Mzimba-South-DHO","March",2015,24707
"77","Neno-DHO","March",2015,8360
"78","Nkhata-Bay-DHO","March",2015,24082
"79","Nkhotakota-DHO","March",2015,29425
"80","Nsanje-DHO","March",2015,18375
"81","Ntcheu-DHO","March",2015,34978
"82","Ntchisi-DHO","March",2015,28666
"83","Phalombe-DHO","March",2015,9041
"84","Rumphi-DHO","March",2015,13438
"85","Salima-DHO","March",2015,31721
"86","Thyolo-DHO","March",2015,15248
"87","Zomba-DHO","March",2015,27851
"88","Balaka-DHO","April",2015,27976
"89","Blantyre-DHO","April",2015,34883
"90","Chikwawa-DHO","April",2015,32628
"91","Chiradzulu-DHO","April",2015,15959
"92","Chitipa-DHO","April",2015,9301
"93","Dedza-DHO","April",2015,34199
"94","Dowa-DHO","April",2015,43014
"95","Karonga-DHO","April",2015,22827
"96","Kasungu-DHO","April",2015,60340
"97","Likoma-DHO","April",2015,533
"98","Lilongwe-DHO","April",2015,91833
"99","Machinga-DHO","April",2015,25013
"100","Mangochi-DHO","April",2015,43080
"101","Mchinji-DHO","April",2015,24877
"102","Mulanje-DHO","April",2015,28626
"103","Mwanza-DHO","April",2015,11270
"104","Mzimba-North-DHO","April",2015,26067
"105","Mzimba-South-DHO","April",2015,31308
"106","Neno-DHO","April",2015,13024
"107","Nkhata-Bay-DHO","April",2015,22374
"108","Nkhotakota-DHO","April",2015,28142
"109","Nsanje-DHO","April",2015,15579
"110","Ntcheu-DHO","April",2015,44121
"111","Ntchisi-DHO","April",2015,21329
"112","Phalombe-DHO","April",2015,10093
"113","Rumphi-DHO","April",2015,16930
"114","Salima-DHO","April",2015,41882
"115","Thyolo-DHO","April",2015,21583
"116","Zomba-DHO","April",2015,38799
"117","Balaka-DHO","May",2015,19399
"118","Blantyre-DHO","May",2015,31406
"119","Chikwawa-DHO","May",2015,27686
"120","Chiradzulu-DHO","May",2015,13366
"121","Chitipa-DHO","May",2015,9215
"122","Dedza-DHO","May",2015,26912
"123","Dowa-DHO","May",2015,29411
"124","Karonga-DHO","May",2015,19662
"125","Kasungu-DHO","May",2015,41857
"126","Likoma-DHO","May",2015,416
"127","Lilongwe-DHO","May",2015,64999
"128","Machinga-DHO","May",2015,16832
"129","Mangochi-DHO","May",2015,34474
"130","Mchinji-DHO","May",2015,23473
"131","Mulanje-DHO","May",2015,24986
"132","Mwanza-DHO","May",2015,7737
"133","Mzimba-North-DHO","May",2015,21524
"134","Mzimba-South-DHO","May",2015,30001
"135","Neno-DHO","May",2015,8998
"136","Nkhata-Bay-DHO","May",2015,19783
"137","Nkhotakota-DHO","May",2015,28389
"138","Nsanje-DHO","May",2015,16294
"139","Ntcheu-DHO","May",2015,28281
"140","Ntchisi-DHO","May",2015,23886
"141","Phalombe-DHO","May",2015,7770
"142","Rumphi-DHO","May",2015,16364
"143","Salima-DHO","May",2015,31506
"144","Thyolo-DHO","May",2015,18790
"145","Zomba-DHO","May",2015,35696
"146","Balaka-DHO","June",2015,14549
"147","Blantyre-DHO","June",2015,28750
"148","Chikwawa-DHO","June",2015,25133
"149","Chiradzulu-DHO","June",2015,8432
"150","Chitipa-DHO","June",2015,7048
"151","Dedza-DHO","June",2015,20972
"152","Dowa-DHO","June",2015,25907
"153","Karonga-DHO","June",2015,20840
"154","Kasungu-DHO","June",2015,35003
"155","Likoma-DHO","June",2015,611
"156","Lilongwe-DHO","June",2015,50465
"157","Machinga-DHO","June",2015,25572
"158","Mangochi-DHO","June",2015,28575
"159","Mchinji-DHO","June",2015,21832
"160","Mulanje-DHO","June",2015,21984
"161","Mwanza-DHO","June",2015,7865
"162","Mzimba-North-DHO","June",2015,17816
"163","Mzimba-South-DHO","June",2015,20528
"164","Neno-DHO","June",2015,7330
"165","Nkhata-Bay-DHO","June",2015,17667
"166","Nkhotakota-DHO","June",2015,27072
"167","Nsanje-DHO","June",2015,12982
"168","Ntcheu-DHO","June",2015,28554
"169","Ntchisi-DHO","June",2015,17318
"170","Phalombe-DHO","June",2015,7934
"171","Rumphi-DHO","June",2015,12573
"172","Salima-DHO","June",2015,28556
"173","Thyolo-DHO","June",2015,16495
"174","Zomba-DHO","June",2015,31019
"175","Balaka-DHO","July",2015,9857
"176","Blantyre-DHO","July",2015,22984
"177","Chikwawa-DHO","July",2015,18502
"178","Chiradzulu-DHO","July",2015,4658
"179","Chitipa-DHO","July",2015,4701
"180","Dedza-DHO","July",2015,16936
"181","Dowa-DHO","July",2015,14153
"182","Karonga-DHO","July",2015,14842
"183","Kasungu-DHO","July",2015,21930
"184","Likoma-DHO","July",2015,663
"185","Lilongwe-DHO","July",2015,38115
"186","Machinga-DHO","July",2015,23722
"187","Mangochi-DHO","July",2015,27727
"188","Mchinji-DHO","July",2015,13006
"189","Mulanje-DHO","July",2015,14613
"190","Mwanza-DHO","July",2015,7089
"191","Mzimba-North-DHO","July",2015,9787
"192","Mzimba-South-DHO","July",2015,15304
"193","Neno-DHO","July",2015,7309
"194","Nkhata-Bay-DHO","July",2015,15084
"195","Nkhotakota-DHO","July",2015,23679
"196","Nsanje-DHO","July",2015,9775
"197","Ntcheu-DHO","July",2015,15567
"198","Ntchisi-DHO","July",2015,11239
"199","Phalombe-DHO","July",2015,6786
"200","Rumphi-DHO","July",2015,7966
"201","Salima-DHO","July",2015,20168
"202","Thyolo-DHO","July",2015,12285
"203","Zomba-DHO","July",2015,20613
"204","Balaka-DHO","August",2015,8912
"205","Blantyre-DHO","August",2015,21069
"206","Chikwawa-DHO","August",2015,17098
"207","Chiradzulu-DHO","August",2015,4164
"208","Chitipa-DHO","August",2015,4104
"209","Dedza-DHO","August",2015,11837
"210","Dowa-DHO","August",2015,10546
"211","Karonga-DHO","August",2015,11917
"212","Kasungu-DHO","August",2015,19698
"213","Likoma-DHO","August",2015,550
"214","Lilongwe-DHO","August",2015,29447
"215","Machinga-DHO","August",2015,21186
"216","Mangochi-DHO","August",2015,23219
"217","Mchinji-DHO","August",2015,9327
"218","Mulanje-DHO","August",2015,15325
"219","Mwanza-DHO","August",2015,6013
"220","Mzimba-North-DHO","August",2015,6242
"221","Mzimba-South-DHO","August",2015,10941
"222","Neno-DHO","August",2015,6554
"223","Nkhata-Bay-DHO","August",2015,16567
"224","Nkhotakota-DHO","August",2015,24912
"225","Nsanje-DHO","August",2015,7817
"226","Ntcheu-DHO","August",2015,13322
"227","Ntchisi-DHO","August",2015,10368
"228","Phalombe-DHO","August",2015,5100
"229","Rumphi-DHO","August",2015,3448
"230","Salima-DHO","August",2015,18145
"231","Thyolo-DHO","August",2015,8645
"232","Zomba-DHO","August",2015,21111
"233","Balaka-DHO","September",2015,10787
"234","Blantyre-DHO","September",2015,22863
"235","Chikwawa-DHO","September",2015,19484
"236","Chiradzulu-DHO","September",2015,4814
"237","Chitipa-DHO","September",2015,2929
"238","Dedza-DHO","September",2015,13896
"239","Dowa-DHO","September",2015,10953
"240","Karonga-DHO","September",2015,11254
"241","Kasungu-DHO","September",2015,18145
"242","Likoma-DHO","September",2015,522
"243","Lilongwe-DHO","September",2015,28253
"244","Machinga-DHO","September",2015,22200
"245","Mangochi-DHO","September",2015,26571
"246","Mchinji-DHO","September",2015,9249
"247","Mulanje-DHO","September",2015,18664
"248","Mwanza-DHO","September",2015,6085
"249","Mzimba-North-DHO","September",2015,5450
"250","Mzimba-South-DHO","September",2015,12067
"251","Neno-DHO","September",2015,7958
"252","Nkhata-Bay-DHO","September",2015,16808
"253","Nkhotakota-DHO","September",2015,18487
"254","Nsanje-DHO","September",2015,12516
"255","Ntcheu-DHO","September",2015,16899
"256","Ntchisi-DHO","September",2015,13121
"257","Phalombe-DHO","September",2015,5603
"258","Rumphi-DHO","September",2015,3353
"259","Salima-DHO","September",2015,18110
"260","Thyolo-DHO","September",2015,8938
"261","Zomba-DHO","September",2015,26189
"262","Balaka-DHO","October",2015,8938
"263","Blantyre-DHO","October",2015,19785
"264","Chikwawa-DHO","October",2015,13764
"265","Chiradzulu-DHO","October",2015,7693
"266","Chitipa-DHO","October",2015,3542
"267","Dedza-DHO","October",2015,18963
"268","Dowa-DHO","October",2015,15467
"269","Karonga-DHO","October",2015,11505
"270","Kasungu-DHO","October",2015,20767
"271","Likoma-DHO","October",2015,448
"272","Lilongwe-DHO","October",2015,36099
"273","Machinga-DHO","October",2015,27075
"274","Mangochi-DHO","October",2015,22952
"275","Mchinji-DHO","October",2015,9726
"276","Mulanje-DHO","October",2015,18987
"277","Mwanza-DHO","October",2015,6560
"278","Mzimba-North-DHO","October",2015,6643
"279","Mzimba-South-DHO","October",2015,10719
"280","Neno-DHO","October",2015,8803
"281","Nkhata-Bay-DHO","October",2015,18831
"282","Nkhotakota-DHO","October",2015,27605
"283","Nsanje-DHO","October",2015,7703
"284","Ntcheu-DHO","October",2015,17154
"285","Ntchisi-DHO","October",2015,16744
"286","Phalombe-DHO","October",2015,6792
"287","Rumphi-DHO","October",2015,3878
"288","Salima-DHO","October",2015,17302
"289","Thyolo-DHO","October",2015,11203
"290","Zomba-DHO","October",2015,26897
"291","Balaka-DHO","November",2015,5702
"292","Blantyre-DHO","November",2015,21017
"293","Chikwawa-DHO","November",2015,6902
"294","Chiradzulu-DHO","November",2015,6217
"295","Chitipa-DHO","November",2015,3227
"296","Dedza-DHO","November",2015,19459
"297","Dowa-DHO","November",2015,14316
"298","Karonga-DHO","November",2015,9281
"299","Kasungu-DHO","November",2015,19238
"300","Likoma-DHO","November",2015,339
"301","Lilongwe-DHO","November",2015,27884
"302","Machinga-DHO","November",2015,10328
"303","Mangochi-DHO","November",2015,18245
"304","Mchinji-DHO","November",2015,8702
"305","Mulanje-DHO","November",2015,18863
"306","Mwanza-DHO","November",2015,5144
"307","Mzimba-North-DHO","November",2015,7274
"308","Mzimba-South-DHO","November",2015,10536
"309","Neno-DHO","November",2015,7340
"310","Nkhata-Bay-DHO","November",2015,19327
"311","Nkhotakota-DHO","November",2015,20723
"312","Nsanje-DHO","November",2015,5288
"313","Ntcheu-DHO","November",2015,17067
"314","Ntchisi-DHO","November",2015,13493
"315","Phalombe-DHO","November",2015,6904
"316","Rumphi-DHO","November",2015,5591
"317","Salima-DHO","November",2015,10432
"318","Thyolo-DHO","November",2015,15785
"319","Zomba-DHO","November",2015,25619
"320","Balaka-DHO","December",2015,4813
"321","Blantyre-DHO","December",2015,21268
"322","Chikwawa-DHO","December",2015,5151
"323","Chiradzulu-DHO","December",2015,4689
"324","Chitipa-DHO","December",2015,6020
"325","Dedza-DHO","December",2015,15847
"326","Dowa-DHO","December",2015,15862
"327","Karonga-DHO","December",2015,9700
"328","Kasungu-DHO","December",2015,13003
"329","Likoma-DHO","December",2015,276
"330","Lilongwe-DHO","December",2015,34763
"331","Machinga-DHO","December",2015,7433
"332","Mangochi-DHO","December",2015,19402
"333","Mchinji-DHO","December",2015,7241
"334","Mulanje-DHO","December",2015,19973
"335","Mwanza-DHO","December",2015,4851
"336","Mzimba-North-DHO","December",2015,16610
"337","Mzimba-South-DHO","December",2015,13485
"338","Neno-DHO","December",2015,8180
"339","Nkhata-Bay-DHO","December",2015,18041
"340","Nkhotakota-DHO","December",2015,14780
"341","Nsanje-DHO","December",2015,3212
"342","Ntcheu-DHO","December",2015,17627
"343","Ntchisi-DHO","December",2015,17326
"344","Phalombe-DHO","December",2015,7180
"345","Rumphi-DHO","December",2015,10173
"346","Salima-DHO","December",2015,10025
"347","Thyolo-DHO","December",2015,13746
"348","Zomba-DHO","December",2015,26480
"349","Balaka-DHO","January",2016,19448
"350","Blantyre-DHO","January",2016,34170
"351","Chikwawa-DHO","January",2016,10442
"352","Chiradzulu-DHO","January",2016,14319
"353","Chitipa-DHO","January",2016,7491
"354","Dedza-DHO","January",2016,32793
"355","Dowa-DHO","January",2016,31210
"356","Karonga-DHO","January",2016,15488
"357","Kasungu-DHO","January",2016,32579
"358","Likoma-DHO","January",2016,5159
"359","Lilongwe-DHO","January",2016,96514
"360","Machinga-DHO","January",2016,19074
"361","Mangochi-DHO","January",2016,35137
"362","Mchinji-DHO","January",2016,18708
"363","Mulanje-DHO","January",2016,37107
"364","Mwanza-DHO","January",2016,8907
"365","Mzimba-North-DHO","January",2016,24947
"366","Mzimba-South-DHO","January",2016,22502
"367","Neno-DHO","January",2016,16275
"368","Nkhata-Bay-DHO","January",2016,17864
"369","Nkhotakota-DHO","January",2016,30032
"370","Nsanje-DHO","January",2016,7264
"371","Ntcheu-DHO","January",2016,35435
"372","Ntchisi-DHO","January",2016,25135
"373","Phalombe-DHO","January",2016,18053
"374","Rumphi-DHO","January",2016,18310
"375","Salima-DHO","January",2016,26013
"376","Thyolo-DHO","January",2016,28453
"377","Zomba-DHO","January",2016,49488
"378","Balaka-DHO","February",2016,16344
"379","Blantyre-DHO","February",2016,42799
"380","Chikwawa-DHO","February",2016,10186
"381","Chiradzulu-DHO","February",2016,15325
"382","Chitipa-DHO","February",2016,6974
"383","Dedza-DHO","February",2016,38793
"384","Dowa-DHO","February",2016,34982
"385","Karonga-DHO","February",2016,16665
"386","Kasungu-DHO","February",2016,50061
"387","Likoma-DHO","February",2016,670
"388","Lilongwe-DHO","February",2016,103693
"389","Machinga-DHO","February",2016,27886
"390","Mangochi-DHO","February",2016,38673
"391","Mchinji-DHO","February",2016,24539
"392","Mulanje-DHO","February",2016,34559
"393","Mwanza-DHO","February",2016,10465
"394","Mzimba-North-DHO","February",2016,28544
"395","Mzimba-South-DHO","February",2016,27294
"396","Neno-DHO","February",2016,14213
"397","Nkhata-Bay-DHO","February",2016,18869
"398","Nkhotakota-DHO","February",2016,30212
"399","Nsanje-DHO","February",2016,8073
"400","Ntcheu-DHO","February",2016,28516
"401","Ntchisi-DHO","February",2016,25895
"402","Phalombe-DHO","February",2016,17273
"403","Rumphi-DHO","February",2016,13396
"404","Salima-DHO","February",2016,23296
"405","Thyolo-DHO","February",2016,33363
"406","Zomba-DHO","February",2016,44541
"407","Balaka-DHO","March",2016,22487
"408","Blantyre-DHO","March",2016,44961
"409","Chikwawa-DHO","March",2016,12797
"410","Chiradzulu-DHO","March",2016,23632
"411","Chitipa-DHO","March",2016,9525
"412","Dedza-DHO","March",2016,44126
"413","Dowa-DHO","March",2016,40178
"414","Karonga-DHO","March",2016,16955
"415","Kasungu-DHO","March",2016,54886
"416","Likoma-DHO","March",2016,718
"417","Lilongwe-DHO","March",2016,123459
"418","Machinga-DHO","March",2016,29607
"419","Mangochi-DHO","March",2016,44216
"420","Mchinji-DHO","March",2016,36533
"421","Mulanje-DHO","March",2016,29728
"422","Mwanza-DHO","March",2016,11149
"423","Mzimba-North-DHO","March",2016,42268
"424","Mzimba-South-DHO","March",2016,38383
"425","Neno-DHO","March",2016,20183
"426","Nkhata-Bay-DHO","March",2016,20834
"427","Nkhotakota-DHO","March",2016,26967
"428","Nsanje-DHO","March",2016,7603
"429","Ntcheu-DHO","March",2016,35065
"430","Ntchisi-DHO","March",2016,39583
"431","Phalombe-DHO","March",2016,16823
"432","Rumphi-DHO","March",2016,14811
"433","Salima-DHO","March",2016,35241
"434","Thyolo-DHO","March",2016,40456
"435","Zomba-DHO","March",2016,46518
"436","Balaka-DHO","April",2016,23768
"437","Blantyre-DHO","April",2016,47170
"438","Chikwawa-DHO","April",2016,15665
"439","Chiradzulu-DHO","April",2016,18129
"440","Chitipa-DHO","April",2016,14170
"441","Dedza-DHO","April",2016,48355
"442","Dowa-DHO","April",2016,31222
"443","Karonga-DHO","April",2016,20472
"444","Kasungu-DHO","April",2016,63001
"445","Likoma-DHO","April",2016,1102
"446","Lilongwe-DHO","April",2016,123938
"447","Machinga-DHO","April",2016,33723
"448","Mangochi-DHO","April",2016,46315
"449","Mchinji-DHO","April",2016,41920
"450","Mulanje-DHO","April",2016,25319
"451","Mwanza-DHO","April",2016,10490
"452","Mzimba-North-DHO","April",2016,41756
"453","Mzimba-South-DHO","April",2016,45230
"454","Neno-DHO","April",2016,17129
"455","Nkhata-Bay-DHO","April",2016,19083
"456","Nkhotakota-DHO","April",2016,30660
"457","Nsanje-DHO","April",2016,9131
"458","Ntcheu-DHO","April",2016,43501
"459","Ntchisi-DHO","April",2016,40041
"460","Phalombe-DHO","April",2016,17295
"461","Rumphi-DHO","April",2016,23524
"462","Salima-DHO","April",2016,35297
"463","Thyolo-DHO","April",2016,33901
"464","Zomba-DHO","April",2016,45999
"465","Balaka-DHO","May",2016,17535
"466","Blantyre-DHO","May",2016,39014
"467","Chikwawa-DHO","May",2016,19185
"468","Chiradzulu-DHO","May",2016,16771
"469","Chitipa-DHO","May",2016,11636
"470","Dedza-DHO","May",2016,29197
"471","Dowa-DHO","May",2016,32071
"472","Karonga-DHO","May",2016,20801
"473","Kasungu-DHO","May",2016,37088
"474","Likoma-DHO","May",2016,1187
"475","Lilongwe-DHO","May",2016,89748
"476","Machinga-DHO","May",2016,25133
"477","Mangochi-DHO","May",2016,41333
"478","Mchinji-DHO","May",2016,30396
"479","Mulanje-DHO","May",2016,27798
"480","Mwanza-DHO","May",2016,9480
"481","Mzimba-North-DHO","May",2016,23883
"482","Mzimba-South-DHO","May",2016,35223
"483","Neno-DHO","May",2016,16550
"484","Nkhata-Bay-DHO","May",2016,13914
"485","Nkhotakota-DHO","May",2016,32975
"486","Nsanje-DHO","May",2016,9822
"487","Ntcheu-DHO","May",2016,36414
"488","Ntchisi-DHO","May",2016,25188
"489","Phalombe-DHO","May",2016,17616
"490","Rumphi-DHO","May",2016,16159
"491","Salima-DHO","May",2016,15808
"492","Thyolo-DHO","May",2016,30837
"493","Zomba-DHO","May",2016,37318
"494","Balaka-DHO","June",2016,8101
"495","Blantyre-DHO","June",2016,24987
"496","Chikwawa-DHO","June",2016,10260
"497","Chiradzulu-DHO","June",2016,10312
"498","Chitipa-DHO","June",2016,6621
"499","Dedza-DHO","June",2016,21410
"500","Dowa-DHO","June",2016,17930
"501","Karonga-DHO","June",2016,13899
"502","Kasungu-DHO","June",2016,20370
"503","Likoma-DHO","June",2016,627
"504","Lilongwe-DHO","June",2016,62252
"505","Machinga-DHO","June",2016,12818
"506","Mangochi-DHO","June",2016,27036
"507","Mchinji-DHO","June",2016,20262
"508","Mulanje-DHO","June",2016,15310
"509","Mwanza-DHO","June",2016,9079
"510","Mzimba-North-DHO","June",2016,15672
"511","Mzimba-South-DHO","June",2016,15870
"512","Neno-DHO","June",2016,9941
"513","Nkhata-Bay-DHO","June",2016,14048
"514","Nkhotakota-DHO","June",2016,24844
"515","Nsanje-DHO","June",2016,8622
"516","Ntcheu-DHO","June",2016,19708
"517","Ntchisi-DHO","June",2016,13937
"518","Phalombe-DHO","June",2016,11756
"519","Rumphi-DHO","June",2016,12762
"520","Salima-DHO","June",2016,13683
"521","Thyolo-DHO","June",2016,12976
"522","Zomba-DHO","June",2016,23718
"523","Balaka-DHO","July",2016,3241
"524","Blantyre-DHO","July",2016,16394
"525","Chikwawa-DHO","July",2016,10701
"526","Chiradzulu-DHO","July",2016,4502
"527","Chitipa-DHO","July",2016,1749
"528","Dedza-DHO","July",2016,14106
"529","Dowa-DHO","July",2016,10969
"530","Karonga-DHO","July",2016,14928
"531","Kasungu-DHO","July",2016,18078
"532","Likoma-DHO","July",2016,410
"533","Lilongwe-DHO","July",2016,41072
"534","Machinga-DHO","July",2016,11673
"535","Mangochi-DHO","July",2016,20783
"536","Mchinji-DHO","July",2016,9148
"537","Mulanje-DHO","July",2016,8868
"538","Mwanza-DHO","July",2016,5939
"539","Mzimba-North-DHO","July",2016,10062
"540","Mzimba-South-DHO","July",2016,10183
"541","Neno-DHO","July",2016,9078
"542","Nkhata-Bay-DHO","July",2016,11686
"543","Nkhotakota-DHO","July",2016,24509
"544","Nsanje-DHO","July",2016,6329
"545","Ntcheu-DHO","July",2016,12820
"546","Ntchisi-DHO","July",2016,10072
"547","Phalombe-DHO","July",2016,4299
"548","Rumphi-DHO","July",2016,4904
"549","Salima-DHO","July",2016,17083
"550","Thyolo-DHO","July",2016,8061
"551","Zomba-DHO","July",2016,14231
"552","Balaka-DHO","August",2016,5749
"553","Blantyre-DHO","August",2016,13644
"554","Chikwawa-DHO","August",2016,11989
"555","Chiradzulu-DHO","August",2016,3404
"556","Chitipa-DHO","August",2016,1986
"557","Dedza-DHO","August",2016,9934
"558","Dowa-DHO","August",2016,7387
"559","Karonga-DHO","August",2016,7769
"560","Kasungu-DHO","August",2016,9479
"561","Likoma-DHO","August",2016,497
"562","Lilongwe-DHO","August",2016,15921
"563","Machinga-DHO","August",2016,6222
"564","Mangochi-DHO","August",2016,17270
"565","Mchinji-DHO","August",2016,5732
"566","Mulanje-DHO","August",2016,7751
"567","Mwanza-DHO","August",2016,4643
"568","Mzimba-North-DHO","August",2016,3243
"569","Mzimba-South-DHO","August",2016,5099
"570","Neno-DHO","August",2016,6909
"571","Nkhata-Bay-DHO","August",2016,14291
"572","Nkhotakota-DHO","August",2016,23032
"573","Nsanje-DHO","August",2016,6584
"574","Ntcheu-DHO","August",2016,10201
"575","Ntchisi-DHO","August",2016,5907
"576","Phalombe-DHO","August",2016,4097
"577","Rumphi-DHO","August",2016,3082
"578","Salima-DHO","August",2016,15936
"579","Thyolo-DHO","August",2016,8235
"580","Zomba-DHO","August",2016,11631
"581","Balaka-DHO","September",2016,6173
"582","Blantyre-DHO","September",2016,16632
"583","Chikwawa-DHO","September",2016,12050
"584","Chiradzulu-DHO","September",2016,2885
"585","Chitipa-DHO","September",2016,2843
"586","Dedza-DHO","September",2016,10022
"587","Dowa-DHO","September",2016,6541
"588","Karonga-DHO","September",2016,7509
"589","Kasungu-DHO","September",2016,9276
"590","Likoma-DHO","September",2016,561
"591","Lilongwe-DHO","September",2016,19385
"592","Machinga-DHO","September",2016,6546
"593","Mangochi-DHO","September",2016,15817
"594","Mchinji-DHO","September",2016,4148
"595","Mulanje-DHO","September",2016,12252
"596","Mwanza-DHO","September",2016,6258
"597","Mzimba-North-DHO","September",2016,3878
"598","Mzimba-South-DHO","September",2016,5345
"599","Neno-DHO","September",2016,7967
"600","Nkhata-Bay-DHO","September",2016,16050
"601","Nkhotakota-DHO","September",2016,22863
"602","Nsanje-DHO","September",2016,7848
"603","Ntcheu-DHO","September",2016,9559
"604","Ntchisi-DHO","September",2016,7286
"605","Phalombe-DHO","September",2016,4887
"606","Rumphi-DHO","September",2016,2397
"607","Salima-DHO","September",2016,8376
"608","Thyolo-DHO","September",2016,11280
"609","Zomba-DHO","September",2016,16286
"610","Balaka-DHO","October",2016,5292
"611","Blantyre-DHO","October",2016,12357
"612","Chikwawa-DHO","October",2016,4852
"613","Chiradzulu-DHO","October",2016,3171
"614","Chitipa-DHO","October",2016,1071
"615","Dedza-DHO","October",2016,13439
"616","Dowa-DHO","October",2016,12134
"617","Karonga-DHO","October",2016,13202
"618","Kasungu-DHO","October",2016,10695
"619","Likoma-DHO","October",2016,476
"620","Lilongwe-DHO","October",2016,20772
"621","Machinga-DHO","October",2016,9245
"622","Mangochi-DHO","October",2016,17822
"623","Mchinji-DHO","October",2016,2627
"624","Mulanje-DHO","October",2016,13722
"625","Mwanza-DHO","October",2016,6148
"626","Mzimba-North-DHO","October",2016,4056
"627","Mzimba-South-DHO","October",2016,6165
"628","Neno-DHO","October",2016,8361
"629","Nkhata-Bay-DHO","October",2016,15415
"630","Nkhotakota-DHO","October",2016,24271
"631","Nsanje-DHO","October",2016,2495
"632","Ntcheu-DHO","October",2016,10104
"633","Ntchisi-DHO","October",2016,10361
"634","Phalombe-DHO","October",2016,4585
"635","Rumphi-DHO","October",2016,2412
"636","Salima-DHO","October",2016,11138
"637","Thyolo-DHO","October",2016,8417
"638","Zomba-DHO","October",2016,15373
"639","Balaka-DHO","November",2016,2286
"640","Blantyre-DHO","November",2016,12483
"641","Chikwawa-DHO","November",2016,3038
"642","Chiradzulu-DHO","November",2016,2836
"643","Chitipa-DHO","November",2016,1824
"644","Dedza-DHO","November",2016,15578
"645","Dowa-DHO","November",2016,12120
"646","Karonga-DHO","November",2016,6554
"647","Kasungu-DHO","November",2016,10125
"648","Likoma-DHO","November",2016,387
"649","Lilongwe-DHO","November",2016,25236
"650","Machinga-DHO","November",2016,6315
"651","Mangochi-DHO","November",2016,11645
"652","Mchinji-DHO","November",2016,1042
"653","Mulanje-DHO","November",2016,13571
"654","Mwanza-DHO","November",2016,3668
"655","Mzimba-North-DHO","November",2016,3821
"656","Mzimba-South-DHO","November",2016,6314
"657","Neno-DHO","November",2016,4806
"658","Nkhata-Bay-DHO","November",2016,14592
"659","Nkhotakota-DHO","November",2016,20869
"660","Nsanje-DHO","November",2016,4550
"661","Ntcheu-DHO","November",2016,11038
